sample,THCA,OV,LUSC,LIHC,HNSC,UCEC,BRCA,LUAD,SKCM,STAD,CRC,ESCA,GBM,KIRC,CESC,KIRP,PRAD,BLCA,PAAD,LGG
TMPRSS4,0.346,0.0854,1.3623,0.1582,5.4339,1.5266,0.2277,1.0915,0.044,5.4736,6.9595,1.9453,0.0014,3.5559,0.8407,3.6802,1.342,5.9568,0.7943,0.0014
ODF3,0.0014,0.044,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0048,0.0014,0.0158,0.03,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.03
IDNK,3.5199,2.3165,2.9128,4.359,2.1492,2.727,2.8402,3.0163,3.1211,2.4401,2.8877,1.9602,3.4007,4.0013,2.6209,4.3883,3.131,2.6232,2.8096,3.4007
BSND,0.0014,0.0014,0.0158,0.0014,0.0158,0.0014,0.0158,0.0158,0.0014,0.0014,0.0014,0.0014,0.0158,3.8586,0.0014,3.84,0.0645,0.0014,0.0505,0.0158
MRPS16,5.4213,4.7274,5.1351,5.2546,5.6884,5.4155,5.4546,5.0871,5.656,5.0493,6.0052,4.2212,4.7898,5.7084,5.4611,5.8755,5.8094,5.4396,5.4735,4.7898
FABP7,0.0718,0.0014,0.03,0.0014,0.8456,0.0014,3.2344,0.0014,1.9639,0.0014,0.03,0.0014,6.0854,0.03,0.0014,0.0048,0.3729,0.03,0.0066,6.0854
SMIM10L1,2.7931,1.9149,2.3092,2.1214,1.768,2.7161,2.6487,2.348,2.5731,1.9628,2.3843,1.5366,3.1179,2.5947,2.7721,2.4972,2.8481,2.4518,2.2632,3.1179
PPIH,4.8953,4.4243,4.3657,2.982,4.4909,4.904,4.6171,4.3731,5.2855,4.172,4.8769,3.2677,4.158,4.0743,4.9184,3.879,4.8056,4.6183,4.6682,4.158
S100A3,0.3796,0.6968,3.4573,0.058,2.1247,1.2333,0.7579,3.2018,4.3148,0.7649,0.6608,0.3231,0.4233,1.0642,1.2875,1.2545,0.6192,1.5563,1.9902,0.4233
TBX1,1.4704,1.1315,1.3396,0.1124,2.5172,1.5415,1.5215,1.2993,0.2029,0.8361,0.517,0.6332,0.1903,0.0854,1.5415,0.215,1.9054,1.2637,0.4393,0.1903
P2RX2,0.03,0.0645,0.692,0.0014,0.03,0.3231,0.1124,0.679,1.2333,0.7997,0.5568,0.6145,1.1316,0.1711,0.0014,0.1838,1.4379,0.2154,0.1047,1.1316
KATNA1,3.4752,3.8264,3.3105,1.8524,3.055,3.6927,3.562,3.3235,3.4411,2.826,2.9765,2.2051,2.0945,3.2841,4.0714,3.2081,3.158,3.325,3.2772,2.0945
PPFIBP2,5.138,3.9778,3.3807,3.7441,4.3144,3.2496,4.2041,3.4291,4.4483,4.4648,4.2563,4.668,2.6209,4.1347,2.5487,4.0781,4.4888,4.3306,3.6473,2.6209
KLF14,0.0158,0.0854,0.058,0.0014,0.044,0.2522,0.2998,0.058,0.0014,0.0218,0.0158,0.0158,0.0158,0.03,0.2029,0.03,0.044,0.0158,0.2025,0.0158
F11R,5.6705,3.5718,6.3438,4.6874,5.7633,3.9412,5.447,6.3662,4.3242,5.8325,5.9414,4.4706,1.4859,5.6785,3.1733,5.425,5.2616,5.694,5.2291,1.4859
GUCY2F,0.0014,0.0014,0.0048,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
IZUMO1,0.0854,0.1388,0.2642,0.0158,0.092,0.0854,0.1519,0.24,0.0014,0.092,0.0014,0.2881,0.24,0.099,0.1124,0.0854,0.058,0.0854,0.2911,0.24
SDR39U1,5.4667,6.3018,4.6599,4.1855,4.4496,5.6106,4.9837,4.6148,5.299,4.197,4.5771,3.9682,5.2331,5.165,5.422,5.4551,5.3227,4.9113,5.0462,5.2331
TJP2,5.2593,4.9272,4.9797,3.9213,4.794,3.6137,4.6566,5.1081,2.9032,5.0813,5.0184,4.7209,4.382,5.0477,3.5009,4.9124,4.618,4.8635,4.3879,4.382
NPR3,3.0252,0.9642,3.0338,1.036,1.3955,2.0003,2.4831,3.2018,0.044,0.7364,0.5955,0.6969,0.6145,5.2369,0.9935,5.2589,2.2341,0.732,1.9429,0.6145
MYOZ2,0.03,0.4967,0.0854,0.0158,1.1619,0.3685,0.1519,0.0718,0.0158,0.0645,0.03,0.058,0.1519,0.3683,0.5568,0.4445,0.1115,0.1124,0.0704,0.1519
SLC7A1,2.5412,1.4961,2.3451,0.3228,4.5138,2.7139,2.9747,2.1345,3.8531,3.1157,3.1717,3.6113,3.5803,3.0437,2.3649,3.068,3.3022,2.7358,2.8482,3.5803
DNAAF3,1.9967,0.2639,2.037,0.4656,0.6049,1.5709,0.8488,2.108,0.4233,0.3346,0.3231,0.3115,0.2762,1.6487,0.4447,2.0587,0.4447,0.2998,1.544,0.2762
EYA4,0.8805,0.374,1.2546,0.0218,0.4283,0.2998,0.2154,1.2394,0.8164,0.1838,0.0854,0.3796,0.4657,1.8815,0.1776,1.6178,1.7047,0.9038,0.2397,0.4657
NUP210,2.6184,0.8568,2.8512,1.7574,2.0962,2.0465,2.59,2.7095,4.2103,2.0875,2.6783,1.9712,1.9786,2.5425,0.8568,2.8219,2.4116,1.9786,2.9482,1.9786
DLGAP5,0.1519,0.0854,0.4283,0.1188,2.2227,0.2522,0.517,0.4657,3.3293,1.2515,2.0673,0.7058,0.044,0.1519,0.058,0.092,0.2277,0.8407,1.125,0.044
TYSND1,3.2143,3.0507,2.5175,2.1246,3.161,2.8482,3.2312,2.5972,3.0585,1.9764,2.9984,1.5465,1.7828,2.9032,2.5852,3.1458,3.3794,2.9205,2.7689,1.7828
MOB3A,3.695,4.0645,4.5183,1.8303,3.6514,4.2457,4.0073,4.3911,4.9828,4.4996,4.1684,3.8886,3.162,3.5079,4.5059,3.6922,4.3996,4.0696,4.3714,3.162
ZDHHC1,4.2025,4.5457,3.5678,1.2515,2.6205,4.3654,3.3647,3.5899,2.1606,2.8857,2.7847,2.4728,2.3107,3.2833,4.4562,3.8586,3.6457,2.9224,3.9204,2.3107
ZNF280A,0.03,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,1.6466,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.03,0.0014
FGF20,0.2154,0.246,0.0718,0.0014,0.0218,0.1257,0.1388,0.03,0.03,0.0158,0.0014,0.099,0.434,0.044,0.03,0.0505,0.1188,0.0158,0.6055,0.434
FUS,7.4261,8.3147,6.8667,5.2726,6.5064,7.8992,6.9562,7.0051,7.8421,5.8297,6.6928,5.4044,7.4579,6.9986,7.8425,6.8553,6.7445,7.2021,7.2862,7.4579
CHAT,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.03,0.2277,0.044,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.1605,0.0014
MTX3,2.8522,3.4384,1.9637,0.9862,1.8683,2.4225,2.8896,2.108,2.167,1.6926,1.5563,2.4675,2.9224,2.8086,2.3048,2.5631,2.6631,2.1214,2.289,2.9224
EXTL1,0.1124,1.0745,0.24,0.0014,0.2815,0.7833,0.8327,0.1776,4.2427,0.1771,0.1648,0.058,4.2465,0.1582,0.6425,0.1711,0.1838,0.24,0.6873,4.2465
MRGPRG,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
RHOXF2B,0.0014,0.044,0.0014,0.0014,0.0014,0.03,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
SHROOM2,1.1183,2.4144,2.0165,1.2485,2.1622,1.6466,1.4282,2.0912,0.9343,0.5762,1.7575,1.412,3.1491,2.103,1.1833,2.0604,2.7941,1.8242,1.8436,3.1491
IFITM2,6.603,9.046,8.7686,8.5956,6.5552,9.1457,7.843,8.4935,8.6259,7.133,6.5102,5.8982,5.1314,7.5985,9.3023,7.652,7.0125,7.3217,8.5662,5.1314
GALR3,0.03,0.044,0.0014,0.044,0.0014,0.0014,0.0014,0.0014,0.0014,0.044,0.0014,0.0158,0.058,0.0014,0.0014,0.0014,0.03,0.0014,0.0014,0.058
CSNK1E,5.1194,6.9255,5.5589,3.1286,5.2544,6.1975,5.8268,5.5494,5.4967,5.1248,5.047,4.9103,5.957,4.6577,5.9732,4.9313,5.6499,5.813,5.8005,5.957
PSTPIP1,1.2875,1.4333,2.7983,1.0293,1.3727,1.642,1.6374,2.5036,4.2609,1.2606,1.9453,0.9716,1.1381,0.7102,1.7489,0.8766,1.3396,2.2082,3.6223,1.1381
CHRNA2,0.0158,0.0014,0.24,0.0158,0.0158,0.0014,0.1124,0.346,0.058,0.0218,0.0014,0.0158,1.9302,0.0158,0.0158,0.03,4.4729,0.0014,0.03,1.9302
RCC1,2.9875,3.5784,3.2729,2.4345,4.3252,3.8126,3.6736,3.2034,4.1748,3.2059,4.2343,1.5854,1.6046,2.6658,2.9243,2.5521,3.2073,3.8886,3.8821,1.6046
RNF125,0.8805,0.7579,1.7702,1.9967,0.9336,1.4441,2.4198,1.6695,2.5972,1.3897,2.2019,0.7833,0.9494,0.9862,1.692,0.7916,1.2451,1.1316,1.2655,0.9494
ZKSCAN3,1.674,1.7185,1.3282,0.4393,0.8327,1.4388,1.692,1.3225,1.3846,1.0571,1.2516,1.3051,1.0711,1.5013,1.6093,1.3873,1.5612,1.0293,1.457,1.0711
RHOJ,2.376,3.0376,3.8253,0.8163,1.4304,4.1228,3.6612,3.5374,3.944,2.4544,2.0465,1.4704,2.2452,2.6067,4.1252,2.0706,2.0791,3.162,3.3694,2.2452
C9orf152,0.1776,0.03,2.6323,0.1711,1.5047,1.4859,2.9357,2.9451,0.0014,3.2803,4.8248,3.4438,0.0158,0.1452,0.1257,0.092,4.0956,0.5763,1.7583,0.0158
ODF2L,3.9598,4.4241,3.66,1.2147,2.8167,3.9534,4.1392,3.7443,3.2282,2.1862,2.9071,1.9786,3.567,3.1884,3.3307,3.042,3.1884,3.5803,3.95,3.567
CTSW,2.0289,0.6145,4.3241,1.6069,1.6647,2.3788,1.9453,4.1474,4.1327,1.6998,2.5585,0.7748,0.2522,0.9514,2.1638,0.953,1.614,2.6895,2.4683,0.2522
LANCL2,3.417,3.3548,2.6325,2.5804,2.9747,3.7485,3.0893,2.6783,3.0809,2.5755,3.2282,2.4008,4.6165,3.2526,3.4048,3.3849,3.3357,3.0252,2.7898,4.6165
CRIM1,4.2465,4.1073,5.1108,2.1862,3.3305,4.342,6.0323,5.1236,2.0039,3.6199,4.2495,3.6725,4.0082,6.3054,4.3986,5.9618,4.0775,4.0348,4.2217,4.0082
SEPT6,3.0774,2.929,4.0535,3.1434,3.0392,3.5694,3.867,3.83,6.0084,4.476,4.1571,3.5287,4.2289,4.5688,3.1939,4.6471,4.2301,3.7204,4.4393,4.2289
LPIN2,3.453,3.2488,4.0709,5.2124,1.8139,2.8916,3.2885,4.2442,2.8877,3.5221,3.6289,3.421,4.2533,4.31,2.7615,4.2735,3.0197,2.8014,3.6611,4.2533
IL17RC,4.9232,5.1818,4.0466,4.7291,4.6002,4.3442,4.7866,4.0825,4.7334,3.9137,4.295,3.2511,3.5597,4.2095,4.3813,4.7386,5.531,4.3406,4.058,3.5597
LPAR2,3.4237,3.2305,2.9176,0.8367,2.8935,2.7161,3.0376,2.8055,3.2766,3.162,3.3307,3.0181,1.8444,2.2693,1.3791,2.433,3.6916,3.2974,4.1865,1.8444
PTPN18,5.0453,4.7337,5.0097,3.2026,3.6119,4.6838,5.1306,5.0148,5.1392,4.5095,5.3947,4.034,3.9336,4.588,4.6235,4.7588,5.5229,4.2571,5.2799,3.9336
OR1J1,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0066,0.0014
C1orf105,0.0014,0.0014,0.0014,0.1903,0.1124,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.099,0.0014,0.1188,0.0014,0.0014,0.0092,0.0014
TEKT2,1.9188,0.5069,1.9151,0.0718,0.0854,1.9188,0.6608,2.1925,0.1388,0.1388,0.099,0.1124,0.8961,1.0983,1.0573,1.0503,0.5271,0.1776,0.6924,0.8961
PDIA4,7.1809,5.2839,5.494,6.2078,5.416,5.9319,5.393,5.5011,6.0924,5.4994,6.1888,4.5565,3.6183,5.3761,5.3413,5.4216,6.3393,5.3559,6.1696,3.6183
PPFIA3,2.4386,1.8859,2.5743,1.8262,2.9478,3.0288,2.2082,2.4985,2.8994,2.0179,3.5947,1.2696,5.6702,2.0671,2.9032,2.4022,3.7371,2.6487,1.9423,5.6702
ESYT1,4.784,5.7483,5.6103,4.5701,4.7921,5.5919,6.2474,5.4748,6.1649,4.4146,4.8812,4.4667,4.1277,5.123,5.8452,4.9821,5.214,5.7597,5.4189,4.1277
PTH,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0854,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
PIK3R3,2.8896,1.751,3.5061,0.9153,1.8281,3.2647,4.0859,3.4543,2.6556,2.0428,2.0289,2.3676,3.7678,3.472,3.1228,3.1401,2.8769,3.2297,2.2567,3.7678
HRASLS2,0.7664,0.1903,1.1381,0.8999,0.5465,0.6608,1.2209,0.9642,0.3796,2.7217,3.4622,0.8805,0.1257,1.7911,0.099,1.9215,0.2881,0.537,0.1257,0.1257
MS4A4E,0.1257,0.4605,0.3402,0.246,0.0783,0.2154,0.3907,0.2762,0.1776,0.1648,0.2762,0.1519,0.1124,0.058,0.24,0.1055,0.1321,0.2881,1.036,0.1124
TCF7L1,3.9506,4.5031,3.6961,2.1525,2.0934,4.1302,4.3869,3.6691,3.3134,2.4604,2.293,1.9263,1.6374,2.9572,4.5199,3.0637,3.3789,2.982,2.6696,1.6374
POU2F2,0.6425,0.5955,1.5214,0.5665,0.5568,0.6145,1.2271,1.3846,3.3521,2.4264,1.5758,1.3791,1.5115,0.5811,0.7407,0.5018,1.5364,1.7185,1.8787,1.5115
JSRP1,0.6239,0.5907,0.8081,0.2702,1.5138,0.4233,0.4016,0.6239,2.0111,2.0381,1.2576,0.517,0.517,0.2759,0.2154,0.5068,0.407,0.4967,1.1227,0.517
C1QTNF9,0.1257,0.0854,0.1648,0.0718,0.0783,0.4552,1.105,0.1519,0.1124,0.1711,0.3907,0.099,0.099,0.1257,0.7493,0.1257,0.1648,0.4125,0.1696,0.099
FHIT,4.1506,2.6137,2.4803,2.4805,2.3494,3.0056,3.3506,2.4492,2.7615,2.6371,2.7336,2.3788,3.6312,4.1875,2.8916,4.8282,2.848,2.7205,3.0419,3.6312
RAB3GAP2,3.1195,3.1532,2.7519,1.6558,2.54,2.7292,3.3134,2.7679,3.1907,2.5594,2.5659,2.7465,2.9375,3.2073,2.5288,2.9346,2.8076,2.5437,2.8073,2.9375
CTAGE1,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014,0.0218,0.0014
MICALCL,0.7916,0.044,2.8401,0.1648,1.3735,0.099,0.9642,2.7742,0.044,0.8782,2.293,0.8164,0.1388,0.1648,0.058,0.1776,0.5955,0.8164,0.6787,0.1388
GAD1,0.099,0.5469,0.1519,0.0014,0.2696,0.5859,0.1776,0.1519,0.3346,0.0854,0.099,0.099,5.912,1.8604,0.1903,2.1013,0.4445,0.5069,0.6593,5.912
ATP5F1,7.4382,6.434,7.0763,6.6786,7.7058,7.1663,7.3252,7.0201,7.5672,7.303,8.4621,6.8408,7.1421,8.1432,7.05,8.0248,7.4759,7.5459,7.1043,7.1421
CTSC,5.1285,3.9691,7.8513,4.2163,6.0114,5.8365,5.6972,7.8094,8.2243,5.7014,6.5586,4.1036,2.8402,7.105,5.3409,7.026,4.1558,5.9568,6.9694,2.8402
CASS4,0.3685,0.8608,3.455,0.7493,0.407,0.4016,0.7999,3.38,1.7446,0.5907,0.8726,0.1903,0.7999,0.7664,0.5069,0.6092,0.4602,0.6145,1.6152,0.7999
HOXA1,0.0854,0.3685,0.3115,0.0854,0.38,0.346,0.7233,0.2642,0.7058,0.4863,1.0151,0.1903,0.0158,0.6239,0.2029,0.5954,0.5068,1.1897,0.8122,0.0158
MTIF2,3.8501,3.2751,3.2259,3.2594,3.7165,3.2885,3.9783,3.3046,4.2096,3.0427,4.2404,3.0842,3.4129,4.0829,2.9432,3.9543,3.7783,3.5572,3.6598,3.4129
TEPSIN,3.2002,4.5583,2.8063,1.9859,2.7106,3.3134,2.7358,2.9109,3.4277,2.9964,3.0723,3.0757,2.9839,2.0759,2.7379,2.8168,2.9252,2.9911,3.7537,2.9839
KRBA1,1.9749,3.2503,1.751,0.4233,1.5538,2.4465,2.2175,1.6234,1.8683,1.8574,1.0079,1.7702,2.6647,1.884,2.4439,2.2314,2.1557,2.0673,2.7092,2.6647
EGFL8,2.0604,5.6832,2.29,1.036,1.816,3.6532,2.9655,2.043,7.8401,1.8228,2.0741,2.0604,2.753,1.7828,3.7814,2.4526,2.2857,2.9357,3.0471,2.753
DDT,6.3445,6.1063,5.9558,8.753,6.0705,6.3388,5.7908,6.0475,6.95,5.9563,7.2303,5.5565,5.9695,6.7441,5.865,7.214,6.7807,6.3825,6.0076,5.9695
CDH7,0.0014,0.0158,0.0158,0.0014,0.0014,0.0014,0.0158,0.0158,0.0014,0.0014,0.0158,0.0014,1.3679,0.0158,0.0014,0.0158,0.7661,0.0014,0.0014,1.3679
SMG6,4.3435,4.9767,4.0614,2.4399,3.6195,4.837,4.1836,4.0549,3.8521,3.0969,3.7083,3.2647,4.1772,3.9851,4.2765,4.0158,4.342,3.9506,4.1887,4.1772
TAAR3,0.0014,0.0014,0.0014,0.1519,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.03,0.0014,0.0014,0.0048,0.0014,0.0014,0.0014,0.03
YARS,4.5405,4.7209,5.0288,3.8963,5.2406,4.3285,4.7528,4.9565,5.686,4.4171,4.6433,4.4155,6.0488,4.2947,4.0471,4.2471,4.7496,4.6416,4.7423,6.0488
CUL1,4.4403,4.4999,4.4016,3.863,4.4051,4.5478,4.6329,4.404,4.3068,3.7788,4.2048,3.6347,4.7329,4.0829,4.5771,3.9543,4.5644,4.594,4.3528,4.7329
TRNT1,3.3018,3.208,2.8422,1.8742,2.53,3.0978,3.2766,2.9281,3.535,2.3046,2.8158,2.5462,3.0757,3.4602,2.909,3.2602,3.4232,2.7972,3.186,3.0757
SPCS1,7.2405,6.2646,6.5467,6.3877,6.3495,6.7593,6.7238,6.5339,7.7421,6.604,6.9652,5.7817,6.3324,7.0832,6.9789,7.0686,7.2282,6.7642,6.691,6.3324
UBE3A,4.6651,4.1355,4.1903,3.1938,4.2391,4.1367,4.836,4.1883,3.8085,4.2574,4.2365,4.2653,4.6,4.6074,3.7667,4.2529,4.4016,4.2833,3.787,4.6
SIRT2,4.957,5.6939,4.9874,4.1169,4.9241,5.0973,5.096,4.9284,5.1244,4.7078,4.5085,4.0313,6.4941,4.664,5.1052,4.9242,4.9306,4.9819,4.8214,6.4941
TOR1A,4.3548,3.8551,4.3618,4.0158,3.6827,4.3118,4.4155,4.3228,4.3618,3.6514,4.366,2.9544,4.4142,4.2476,4.4556,4.164,4.5346,4.1499,4.4714,4.4142
ITIH5,4.0436,3.2442,4.1039,0.745,1.6952,4.2281,5.5296,3.9992,2.8361,3.1678,3.5149,3.345,2.6873,4.5656,4.3695,4.3861,4.1627,5.3034,5.0885,2.6873
KIN,3.3562,2.8086,2.8084,1.6762,2.4959,3.3619,3.2112,2.8877,4.1111,2.0021,2.74,2.05,2.167,2.5523,3.5035,2.4289,2.9013,2.9765,3.0759,2.167
DEFB136,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
ADGRL2,5.0414,5.037,5.2052,3.7383,3.842,3.906,4.3562,5.0704,1.3956,2.9719,2.3926,3.4817,3.8136,4.4634,3.7061,4.2223,4.4854,3.1797,3.731,3.8136
SMURF1,2.296,3.9199,3.5797,1.7828,3.0955,2.7763,3.2721,3.6289,2.9032,2.9242,3.0515,3.3378,3.1539,2.8641,2.7551,2.8229,2.8522,3.2344,3.8485,3.1539
PHC2,5.6617,5.726,5.9341,4.9923,4.8559,5.921,5.6285,5.7138,6.0987,5.5342,5.23,5.2173,5.3396,5.9209,6.1142,6.0063,5.434,5.7239,6.4672,5.3396
GORASP2,5.2683,4.936,5.2616,4.1059,5.4501,5.2446,5.3892,5.1387,5.4915,5.5284,5.4919,4.8131,4.6634,5.0775,5.1547,5.0054,5.4491,5.0782,5.1808,4.6634
CBWD3,3.9883,3.8375,3.2766,3.3134,3.5857,2.7805,3.7624,3.1491,3.6336,3.346,3.245,2.6783,3.9012,3.3835,2.5561,3.6329,3.6787,3.4842,3.3648,3.9012
RELB,2.8641,2.4196,3.6365,2.6198,3.4287,3.7539,2.828,3.5839,5.1461,3.1757,4.0009,2.6325,2.1703,2.4687,4.0269,3.0697,3.1611,3.5791,5.227,2.1703
RACGAP1,1.6281,1.3454,2.4465,0.6879,3.701,1.9377,2.561,2.4465,4.2157,2.8935,3.6939,2.4008,2.4728,2.2945,1.6093,2.0271,1.9727,2.5804,2.3098,2.4728
NAT14,4.0064,4.2339,3.3141,1.5514,1.7549,5.058,2.9655,3.5511,4.551,2.0778,1.9415,1.3051,5.1322,3.7881,5.1404,4.0021,3.2988,3.4061,4.0086,5.1322
OR51A2,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
VN1R2,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014,0.0014
GPAM,2.828,1.9358,2.0322,4.3699,1.2177,1.7446,5.7856,1.9034,1.2455,1.3509,1.595,1.595,2.6395,1.9985,1.5709,1.7869,1.882,1.5315,1.8146,2.6395
F2RL3,1.595,0.346,2.1262,0.1321,0.3172,0.8246,0.679,2.2872,0.537,1.4398,0.9192,1.8879,0.044,1.1271,0.6425,0.9826,0.542,0.7058,3.1444,0.044
ATG2B,2.8034,3.3884,2.3578,1.614,2.1684,2.1476,3.0127,2.409,1.9895,2.0341,2.1606,2.5288,2.602,2.8799,2.0289,2.6521,2.4279,2.0003,2.2956,2.602
ILDR2,0.1257,0.099,0.407,0.1188,0.092,0.1648,0.0718,0.3907,0.1257,0.2338,0.3115,0.2154,2.8442,1.5415,0.044,1.6694,0.605,0.2522,0.4227,2.8442
DNLZ,3.3506,3.2579,3.0145,2.6266,2.9865,3.863,2.8117,3.1327,3.7083,2.7582,2.9205,1.7912,3.5559,2.8906,4.061,3.4836,3.292,3.1797,3.8977,3.5559
ACVR1C,0.1519,1.0221,0.1388,0.4016,0.2215,0.1124,2.5137,0.1388,0.1648,0.39,1.5758,0.4761,1.8078,0.246,0.0854,0.2684,0.1257,0.1776,0.2454,1.8078
FBXO39,0.0718,0.9408,0.1519,0.099,0.1582,0.346,0.2642,0.1519,0.0158,0.1055,0.058,0.099,0.058,0.044,0.24,0.044,0.0718,0.1519,0.3862,0.058
MYOC,2.8321,0.542,1.2084,0.0014,1.1705,1.5998,1.884,1.3567,0.346,3.7934,1.8242,2.6556,0.03,0.3398,1.7744,0.2975,1.1016,2.3251,0.0718,0.03
C2orf66,0.03,0.0854,0.0645,0.0014,0.058,0.0718,0.0854,0.0718,0.2029,0.0505,0.03,0.058,0.1519,0.03,0.03,0.058,0.03,0.044,0.0704,0.1519
ADAD2,0.0854,0.5018,0.1519,0.1055,1.1117,0.2998,0.2881,0.1519,0.1124,0.099,0.0854,0.1388,2.9562,0.1648,0.3796,0.1582,0.7013,0.9494,0.3355,2.9562
GPCPD1,3.4075,4.523,4.2212,1.7294,3.216,3.6289,3.6543,4.0401,3.5547,2.9617,2.7358,2.8641,3.3758,2.6079,3.5705,2.636,3.212,3.506,3.8383,3.3758
ITIH2,0.03,0.044,0.5069,9.054,0.0014,0.1776,0.6879,0.7146,0.0014,0.03,0.0014,0.058,1.0151,0.4286,0.0854,0.3346,0.03,0.03,1.243,1.0151
POU5F2,0.0158,0.058,0.0158,0.0014,0.0014,0.0158,0.0158,0.0158,0.044,0.044,0.0014,0.0854,0.0158,0.0014,0.0014,0.0048,0.0158,0.0014,0.0092,0.0158
PSG8,0.0158,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0753,0.0014
FCGBP,7.0577,1.628,1.3167,0.2762,2.9328,1.5998,2.3366,1.4962,0.4865,4.9044,8.3018,1.46,0.9862,2.5487,0.8488,2.4794,1.9469,1.3511,3.0268,0.9862
LUZP2,0.03,0.0158,0.1452,0.0014,0.3056,0.0718,0.9935,0.1519,0.0014,0.2029,0.6332,0.0718,2.6533,0.0783,0.0854,0.0645,1.334,0.3907,0.0991,2.6533
TRA2A,5.8222,6.4265,5.3583,3.6628,4.8746,5.8367,5.6183,5.4287,5.6032,4.4758,4.9905,4.0884,4.7976,4.8004,6.0764,4.7193,5.2309,5.4522,5.4618,4.7976
COTL1,5.511,4.2111,7.0036,4.3176,4.7124,5.8214,5.3879,6.7942,8.2477,6.1031,6.2667,4.7367,5.5476,6.4674,6.0995,6.7161,5.5654,5.7848,7.391,5.5476
LRCH2,1.3846,2.4116,1.4782,0.0718,0.099,1.8604,0.9862,1.6512,0.8082,0.5318,0.6608,0.6145,1.7575,0.8327,2.1957,0.6378,2.3323,1.3511,0.7259,1.7575
PRRX2,1.3901,0.6145,0.9456,0.0158,2.624,2.3107,2.4359,0.8246,1.4547,1.7659,0.8246,1.0642,0.434,0.4233,2.6349,0.71,2.9706,2.3704,2.0034,0.434
PLIN4,0.346,3.7705,0.517,2.2056,1.9694,3.1685,7.1945,0.434,0.0718,2.6388,2.5487,1.5563,1.3051,0.4125,3.6905,0.8406,2.9412,3.8778,0.7986,1.3051
OPA3,2.4675,1.5685,2.3925,1.5289,2.2066,2.036,2.2483,2.3871,2.167,2.525,2.3816,2.5363,2.2694,2.8711,1.9822,3.0541,2.2543,2.2694,2.3633,2.2694
SLC25A48,0.1519,0.03,0.0014,0.374,0.3961,0.2277,0.9115,0.0014,0.0014,0.1898,1.3397,0.1257,3.644,3.2546,0.0014,3.7919,0.5665,0.058,0.4402,3.644
MIDN,4.5705,5.2876,5.2317,3.4337,5.5022,4.6124,4.5224,5.0418,4.2087,5.4913,5.5018,5.2442,4.3937,4.8007,3.6927,5.1981,4.4527,5.9402,5.1419,4.3937
LYZL4,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.434,0.0014,0.0014,0.0014,0.044,0.0014,0.0014,0.434
TTK,0.2522,0.1519,0.374,0.1055,1.9396,0.3796,0.7748,0.4552,1.8762,1.1379,1.9034,1.2933,0.1776,0.2762,0.1257,0.209,0.5666,0.6517,0.6137,0.1776
