sample,BLCA,BRCA,CESC,CRC,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SKCM,STAD,THCA,UCEC
CXorf21,0.15,0.6,0.21,0.2,0.17,0.64,0.26,0.72,0.23,0.35,0.06,0.71,0.39,0.28,0.48,0.03,0.29,0.42,0.27,0.09
SMIM10,0.82,0.81,0.6,0.53,0.43,0.97,0.22,0.98,0.73,0.86,0.27,0.88,0.59,0.9,0.96,0.9,0.9,0.68,0.9,0.77
SEMA6D,0.08,0.48,0.18,0.53,0.5,1.0,0.38,0.69,0.42,1.0,0.09,0.3,0.7,0.88,0.5,0.23,0.69,0.51,0.7,0.25
FOPNL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZFP69,0.99,0.96,0.97,0.94,0.91,0.69,0.85,0.94,0.78,0.97,0.55,0.94,0.94,0.83,0.94,0.73,0.85,0.79,0.94,0.83
SULT1C2,0.28,0.13,0.17,0.81,0.43,0.04,0.03,0.99,0.98,0.04,0.68,0.81,0.38,0.72,0.85,0.08,0.57,0.85,0.99,0.8
DST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AKR7L,0.03,0.43,0.2,0.83,0.48,0.17,0.01,0.64,0.7,0.15,0.86,0.24,0.04,0.06,0.72,0.03,0.01,0.8,0.0,0.15
ANGPT2,0.86,0.94,0.58,0.88,0.94,1.0,0.92,0.98,0.36,0.68,0.57,0.83,0.89,0.87,0.89,0.56,0.73,0.93,0.94,0.91
DNHD1,0.68,0.73,0.71,0.73,0.91,0.92,0.47,0.65,0.71,0.98,0.67,0.79,0.75,0.85,0.84,0.71,0.71,0.81,0.65,0.76
KLHDC10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LRP6,0.97,0.99,0.94,0.99,1.0,0.99,0.92,0.99,0.99,1.0,1.0,0.99,1.0,0.99,0.99,1.0,0.97,1.0,1.0,0.99
CASP7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
RBM3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XPR1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0
CIR1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PIP5K1A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
ZNF287,0.94,0.96,0.73,0.52,0.59,1.0,0.64,0.98,0.97,1.0,0.2,0.83,0.94,0.87,0.92,1.0,0.79,0.65,1.0,0.97
BEX4,1.0,1.0,0.97,0.95,0.94,1.0,0.98,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.99,1.0,0.99,0.97,1.0,1.0
PTPN22,0.29,0.57,0.59,0.51,0.6,0.18,0.44,0.66,0.25,0.02,0.09,0.84,0.56,0.35,0.81,0.08,0.37,0.79,0.25,0.3
ALAD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMBIM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ACTG1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM171A1,0.65,0.93,0.69,0.99,0.9,1.0,0.68,0.98,0.99,1.0,0.79,0.89,0.91,1.0,1.0,1.0,0.51,0.99,0.98,0.98
FAHD2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ADORA1,0.26,0.89,0.48,0.29,0.15,0.99,0.19,0.58,0.95,1.0,0.23,0.65,0.37,0.9,0.9,0.03,0.44,0.29,0.98,0.64
LGALS9C,0.11,0.15,0.57,0.7,0.63,0.01,0.78,0.0,0.03,0.01,0.16,0.21,0.28,0.01,0.37,0.02,0.03,0.54,0.01,0.06
SACM1L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COA6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GOLGA6L6,0.0,0.0,0.04,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.97,1.0,0.69,1.0,1.0,1.0,0.99,1.0,0.97,1.0,0.99,0.99
TXLNA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
H2AFZ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC10A6,0.13,0.07,0.47,0.0,0.45,0.09,0.79,0.27,0.01,0.02,0.0,0.01,0.27,0.0,0.04,0.01,0.05,0.05,0.04,0.01
ABHD17A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DPM3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B4GALNT1,0.43,0.5,0.5,0.13,0.62,1.0,0.8,0.58,0.15,1.0,0.5,0.41,0.83,0.43,0.74,0.44,0.47,0.38,0.1,0.25
JPH2,0.47,0.27,0.25,0.31,0.45,0.4,0.38,0.82,0.65,0.52,0.01,0.13,0.09,0.28,0.41,0.91,0.06,0.51,0.09,0.18
FAM198B,0.97,1.0,0.82,0.98,0.99,1.0,0.95,1.0,0.72,0.99,0.82,0.99,0.95,0.94,0.99,1.0,0.95,1.0,0.99,0.91
NADK2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
CDC5L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RNF38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,0.96
ZBTB41,0.95,0.99,0.95,0.99,0.99,1.0,0.92,0.97,0.92,1.0,0.8,1.0,1.0,0.94,0.98,0.97,0.85,0.97,0.98,0.88
EML5,0.28,0.72,0.61,0.3,0.46,0.66,0.32,0.48,0.48,0.91,0.3,0.31,0.35,0.67,0.38,0.98,0.28,0.29,0.96,0.76
FAM149B1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WT1,0.1,0.25,0.13,0.3,0.06,0.1,0.03,0.33,0.09,0.03,0.06,0.09,0.26,0.99,0.38,0.16,0.08,0.13,0.01,0.56
MYF5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
MGME1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GATC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MS4A10,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0
UPK3BL,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC25A21,0.06,0.26,0.12,0.11,0.17,0.06,0.1,0.16,0.15,0.16,0.02,0.29,0.27,0.02,0.11,0.5,0.18,0.11,0.28,0.13
IGFL2,0.43,0.53,0.38,0.51,0.37,0.03,0.78,0.05,0.02,0.03,0.03,0.62,0.78,0.52,0.89,0.01,0.13,0.33,0.71,0.16
KRTAP4-1,0.36,0.01,0.17,0.21,0.31,0.0,0.11,0.0,0.01,0.0,0.01,0.34,0.31,0.07,0.08,0.0,0.01,0.14,0.0,0.07
RHOBTB1,0.94,0.99,0.82,0.97,0.88,1.0,0.78,0.99,0.99,1.0,0.69,0.99,0.95,0.89,0.99,0.88,0.95,0.98,0.85,0.96
NENF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MRGPRX3,0.03,0.06,0.11,0.0,0.09,0.01,0.29,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.0,0.29,0.01,0.0,0.0
ARID5B,0.99,0.99,1.0,1.0,0.99,1.0,0.99,0.99,0.99,1.0,0.68,1.0,1.0,1.0,0.99,1.0,0.99,1.0,0.9,0.98
CXCR2,0.22,0.01,0.29,0.2,0.28,0.26,0.4,0.11,0.1,0.04,0.01,0.17,0.24,0.02,0.19,0.02,0.05,0.25,0.01,0.07
PRH2,0.01,0.0,0.0,0.01,0.03,0.0,0.11,0.0,0.0,0.0,0.16,0.02,0.08,0.0,0.01,0.0,0.06,0.01,0.0,0.0
HBG1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01
CNOT10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1CA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CALM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DEFB131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.52,0.0
RFC3,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.97,1.0,0.96,0.99,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.99
IL17RE,0.94,0.91,0.97,1.0,0.99,0.36,0.99,0.63,0.36,0.28,0.77,0.98,0.99,0.97,0.98,0.84,0.56,0.98,0.98,0.95
SESN2,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0
PHF6,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.99,1.0,0.92,1.0,1.0,1.0,0.99,1.0,0.96,1.0,1.0,0.99
BCL6B,0.8,0.98,0.71,0.83,0.82,0.96,0.84,0.99,0.37,0.85,0.91,0.97,0.88,0.62,0.99,0.75,0.74,0.95,0.98,0.77
OR4C15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10orf67,0.04,0.01,0.06,0.0,0.02,0.0,0.02,0.05,0.13,0.01,0.0,0.03,0.01,0.09,0.0,0.0,0.01,0.0,0.12,0.05
SMARCC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INO80B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCDC177,0.0,0.01,0.12,0.0,0.07,0.02,0.03,0.0,0.0,0.07,0.06,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0
REPS2,0.9,0.99,0.86,0.99,0.73,0.55,0.61,0.96,0.99,0.95,0.93,0.96,0.9,0.86,0.99,1.0,0.59,0.96,0.79,0.93
RNFT1,1.0,1.0,0.98,1.0,1.0,1.0,0.99,0.99,0.99,1.0,0.98,1.0,1.0,1.0,0.99,0.99,0.98,1.0,0.99,0.95
ARHGAP17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DUSP9,0.61,0.14,0.56,0.03,0.45,0.12,0.67,0.11,0.05,0.65,0.67,0.24,0.82,0.58,0.02,0.0,0.42,0.14,0.01,0.3
CECR1,0.96,1.0,0.94,0.94,0.97,1.0,0.94,0.99,1.0,1.0,0.98,1.0,0.99,1.0,0.98,0.99,0.99,1.0,0.99,0.97
BASP1,0.98,1.0,0.99,0.96,0.98,1.0,1.0,0.99,0.97,1.0,0.68,1.0,1.0,0.99,0.99,1.0,0.97,1.0,0.99,0.98
TM9SF4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FER1L5,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.02
ASXL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MRVI1,0.73,0.9,0.5,0.88,0.92,0.99,0.53,0.97,0.34,1.0,0.26,0.87,0.74,0.67,0.96,0.98,0.27,0.97,0.78,0.72
RBPMS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ANP32B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GHDC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRIM61,0.02,0.0,0.0,0.01,0.0,0.17,0.0,0.01,0.02,0.02,0.02,0.12,0.03,0.2,0.04,0.0,0.12,0.01,0.48,0.01
PPIAL4D,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
ARSG,0.69,0.96,0.81,0.68,0.77,0.98,0.65,0.99,0.99,0.98,0.57,0.88,0.93,0.92,0.88,0.88,0.94,0.76,1.0,0.86
ZNF281,0.98,1.0,0.98,1.0,1.0,1.0,0.99,0.99,0.93,1.0,0.99,1.0,1.0,1.0,0.99,0.98,0.99,1.0,0.97,0.97
CXorf23,0.96,0.99,0.94,0.99,0.98,0.99,0.76,0.99,0.96,1.0,0.57,0.99,0.95,0.85,0.98,0.99,0.84,0.97,0.99,0.91
NFIB,0.91,0.98,0.89,0.99,1.0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,0.98,1.0,0.99,1.0,0.87,1.0,1.0,0.92
DPY19L2,0.24,0.25,0.18,0.04,0.19,0.67,0.07,0.91,0.92,0.69,0.02,0.2,0.28,0.27,0.49,0.91,0.55,0.2,0.81,0.59
ZNF493,0.85,0.95,0.36,0.88,0.76,0.98,0.25,0.98,0.9,1.0,0.43,0.91,0.6,0.97,0.88,1.0,0.63,0.92,0.99,0.9
DHRS4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CNEP1R1,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99
NMNAT1,0.98,1.0,0.98,1.0,0.96,1.0,0.98,1.0,1.0,1.0,0.93,0.97,0.96,0.98,0.99,1.0,0.98,0.99,1.0,0.98
RNF111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
TTC31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BCL2L15,0.27,0.11,0.53,1.0,0.52,0.02,0.11,0.18,0.39,0.01,0.09,0.92,0.3,0.39,0.95,0.14,0.0,0.94,0.0,0.71
NT5C1B,0.0,0.01,0.01,0.0,0.14,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.06,0.01,0.0,0.0,0.0,0.04,0.0,0.01
CD40LG,0.04,0.25,0.09,0.09,0.09,0.01,0.07,0.35,0.1,0.0,0.09,0.36,0.11,0.04,0.21,0.1,0.14,0.35,0.11,0.06
NOL7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPIL1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TPRG1L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NRG4,0.64,0.04,0.48,0.07,0.44,0.05,0.4,0.07,0.12,0.11,0.31,0.24,0.61,0.63,0.54,0.7,0.02,0.27,0.01,0.39
TMEM120B,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.98,1.0,0.99,0.98,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0
GKN2,0.01,0.01,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.29,0.0,0.15,0.0,0.01,0.44,0.0,0.0
DEFB108B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACSIN3,1.0,1.0,1.0,0.98,0.99,0.99,1.0,0.98,0.98,0.96,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.98,1.0,0.99
B3GALT4,1.0,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.83,0.98,0.53,1.0,1.0,0.99,1.0,1.0,0.96,0.99,1.0,0.96
PLD4,0.34,0.83,0.52,0.28,0.41,0.98,0.53,0.96,0.94,0.98,0.29,0.77,0.51,0.86,0.88,0.89,0.61,0.62,0.89,0.47
PRKCH,1.0,1.0,1.0,0.98,1.0,0.99,1.0,1.0,0.95,1.0,0.89,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.97
ARF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PATL2,0.39,0.3,0.55,0.17,0.42,0.27,0.24,0.61,0.56,0.37,0.33,0.58,0.39,0.42,0.51,0.27,0.41,0.43,0.33,0.47
OR51B4,0.01,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0
GPX1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DLX2,0.03,0.21,0.05,0.02,0.22,0.25,0.28,0.0,0.0,0.07,0.02,0.01,0.11,0.04,0.0,0.38,0.15,0.04,0.0,0.05
KCNMB3,0.77,0.84,0.72,0.49,0.71,0.52,0.37,0.47,0.4,0.25,0.46,0.74,0.83,0.68,0.76,0.79,0.28,0.44,0.28,0.72
BFAR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CACNA1I,0.11,0.04,0.01,0.01,0.05,0.04,0.0,0.0,0.0,0.31,0.04,0.04,0.05,0.0,0.03,0.0,0.01,0.01,0.66,0.04
FAM205A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAL4F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETFDH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CTSG,0.37,0.49,0.16,0.26,0.13,0.02,0.5,0.4,0.45,0.01,0.19,0.44,0.34,0.02,0.56,0.4,0.3,0.26,0.09,0.06
ZNF608,0.68,0.85,0.35,0.97,0.8,1.0,0.6,0.98,1.0,1.0,0.73,0.96,0.79,0.99,0.99,0.95,0.85,0.89,0.99,0.95
TRAFD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EPB41L3,0.79,0.99,0.82,0.85,0.91,0.99,0.96,1.0,0.99,1.0,0.48,0.99,0.96,0.87,0.99,0.93,0.99,0.95,0.96,0.88
SLC22A14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DES,0.73,0.28,0.66,0.92,0.84,0.83,0.6,0.52,0.27,0.2,0.11,0.76,0.55,0.84,0.78,1.0,0.27,0.91,0.34,0.75
SMPDL3A,0.97,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.77,1.0,1.0,0.99,1.0,1.0,0.81
GGT1,0.95,0.99,0.98,1.0,0.96,1.0,0.99,0.98,1.0,1.0,0.96,1.0,1.0,0.98,0.99,1.0,0.92,0.99,1.0,1.0
FAM117A,1.0,1.0,0.93,0.99,0.97,1.0,0.98,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.99,0.99,1.0,0.99
BMP4,0.85,0.88,0.69,0.99,0.94,0.82,0.8,0.95,0.94,0.93,0.81,0.93,0.86,0.86,0.98,0.98,0.54,1.0,0.92,0.74
TRAPPC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XRCC5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PNMA1,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NSUN6,1.0,1.0,1.0,1.0,0.99,0.99,0.99,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.99,1.0,0.94,1.0,1.0,1.0
SZT2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC4A3,0.73,0.86,0.52,0.2,0.68,0.99,0.82,0.27,0.63,0.99,0.11,0.61,0.85,0.96,0.88,0.99,0.77,0.4,0.44,0.83
AASDHPPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TUBB2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0
RELN,0.03,0.09,0.05,0.05,0.05,0.26,0.04,0.15,0.65,0.65,0.63,0.1,0.06,0.21,0.35,0.54,0.16,0.07,0.06,0.22
MRPS28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF783,1.0,0.99,1.0,0.99,1.0,1.0,0.94,0.93,0.96,1.0,0.6,0.99,0.99,1.0,0.99,1.0,1.0,0.98,1.0,1.0
POF1B,0.82,0.44,0.75,1.0,0.85,0.0,0.83,0.28,0.53,0.0,0.21,0.62,0.83,0.43,0.94,0.31,0.08,0.97,0.07,0.31
BPTF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AGRP,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.02,0.13,0.0,0.0,0.1,0.0,0.01,0.0,0.01,0.02
COPS9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STARD13,0.69,0.98,0.59,0.98,0.92,0.99,0.8,0.99,0.97,0.99,0.81,0.9,0.69,0.81,0.99,0.98,0.89,0.99,0.99,0.83
IGSF8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FCGR2A,0.94,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0
FOXQ1,0.83,0.05,0.88,0.95,0.97,0.09,0.84,0.51,0.87,0.07,0.37,0.73,0.81,0.94,0.93,0.32,0.03,0.98,0.88,0.59
CHIC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SDCCAG8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SNAI2,0.97,0.99,0.91,0.87,0.94,0.95,1.0,0.95,0.3,0.43,0.84,0.93,0.99,0.84,0.97,0.94,0.99,0.96,0.79,0.79
ACTA2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HSD11B1,0.52,0.59,0.42,0.58,0.42,0.63,0.41,0.43,0.16,0.51,0.93,0.93,0.85,0.56,0.94,0.82,0.43,0.7,0.33,0.22
ANGPT1,0.31,0.29,0.11,0.23,0.41,0.75,0.17,0.86,0.17,0.44,0.26,0.73,0.6,0.1,0.47,0.74,0.5,0.46,0.56,0.08
